5.0000e+05;1.0051e+01;-1.5088e-01
1.0000e+06;1.0020e+01;3.7267e-01
2.5000e+01;2.0050e+01;-1.0498e-02
5.0000e+01;2.0049e+01;-2.7296e-01
6.0000e+01;2.0048e+01;-2.7992e-02
1.0000e+02;2.0049e+01;-4.5490e-02
1.2000e+02;2.0048e+01;-5.5985e-02
2.0000e+02;2.0047e+01;-9.0970e-02
5.0000e+02;2.0042e+01;-2.2738e-01
1.0000e+03;2.0023e+01;-4.4739e-01
2.0000e+03;1.9960e+01;-8.8543e-01
5.0000e+03;1.9556e+01;-2.1072e+00
1.0000e+04;1.8387e+01;-3.6608e+00
2.0000e+04;1.5686e+01;-4.8856e+00
5.0000e+04;1.1844e+01;-3.7321e+00
1.0000e+05;1.0613e+01;-2.1322e+00
2.0000e+05;1.0224e+01;-1.0331e+00
