1.0000e+05;4.6469e+05;-2.1671e+04
2.0000e+05;4.5187e+05;-4.2873e+04
5.0000e+05;3.6746e+05;-7.9918e+04
1.0000e+06;3.2144e+05;-1.6209e+05
2.5000e+01;4.6867e+05;0.0000e+00
5.0000e+01;4.6845e+05;8.8311e+03
6.0000e+01;4.6869e+05;-8.1803e+01
1.0000e+02;4.6869e+05;-8.1802e+01
1.2000e+02;4.6873e+05;-8.1809e+01
2.0000e+02;4.6876e+05;-8.1815e+01
5.0000e+02;4.6874e+05;-1.6362e+02
1.0000e+03;4.6872e+05;-2.4542e+02
2.0000e+03;4.6878e+05;-4.5000e+02
5.0000e+03;4.6886e+05;-1.1456e+03
1.0000e+04;4.6883e+05;-2.2912e+03
2.0000e+04;4.6848e+05;-4.6607e+03
5.0000e+04;4.6758e+05;-1.0692e+04
